"seqnames"	"start"	"end"	"width"	"strand"	"Conc"	"Conc_dex"	"Conc_control"	"Fold"	"p.value"	"FDR"
"chr6"	21885340	21885840	501	"*"	3.8	2.16	4.54	-2.39	0.00261	0.0467
"chr13"	75801343	75801843	501	"*"	3.58	1.74	4.36	-2.61	0.00261	0.0467
"chr19"	45439578	45440078	501	"*"	5.94	5.35	6.36	-1.01	0.00262	0.0467
"chr1"	77901062	77901562	501	"*"	3.02	3.93	-0.16	4.09	0.00262	0.0467
"chr21"	34737006	34737506	501	"*"	3.02	3.93	-0.16	4.09	0.00262	0.0467
"chr6"	12291968	12292468	501	"*"	3.18	0.71	4.04	-3.33	0.00262	0.0467
"chr7"	24820759	24821259	501	"*"	3.9	2.37	4.62	-2.26	0.00263	0.047
"chr12"	106986795	106987295	501	"*"	6.29	6.66	5.78	0.87	0.00263	0.047
"chr4"	24642955	24643455	501	"*"	4.82	3.89	5.37	-1.48	0.00264	0.0471
"chr10"	74063744	74064244	501	"*"	3.61	4.4	1.72	2.68	0.00264	0.0471
"chr9"	33510892	33511392	501	"*"	5.88	5.3	6.29	-0.99	0.00266	0.0473
"chr11"	19726728	19727228	501	"*"	4.21	4.88	2.94	1.94	0.00267	0.0474
"chr15"	74399743	74400243	501	"*"	3.65	1.89	4.42	-2.53	0.00267	0.0474
"chr18"	57809149	57809649	501	"*"	4.11	2.71	4.8	-2.1	0.00267	0.0475
"chr4"	80274998	80275498	501	"*"	4.26	3.04	4.91	-1.87	0.00269	0.0477
"chr1"	184386628	184387128	501	"*"	6.85	7.21	6.36	0.85	0.00269	0.0478
"chr3"	185658442	185658942	501	"*"	5.46	5.95	4.71	1.24	0.0027	0.0479
"chr1"	163085733	163086233	501	"*"	4.32	3.16	4.96	-1.8	0.00271	0.0479
"chr2"	174682611	174683111	501	"*"	6.5	6.85	6.04	0.81	0.00272	0.0482
"chr10"	33155978	33156478	501	"*"	4.06	2.63	4.76	-2.13	0.00273	0.0483
"chr5"	140346323	140346823	501	"*"	7.78	7.47	8.03	-0.56	0.00274	0.0483
"chr12"	24538177	24538677	501	"*"	4.43	5.06	3.32	1.74	0.00274	0.0483
"chr5"	95747306	95747806	501	"*"	3.73	4.51	1.88	2.63	0.00274	0.0484
"chr10"	97542342	97542842	501	"*"	5.79	5.19	6.21	-1.02	0.00274	0.0484
"chr20"	58690833	58691333	501	"*"	3.7	4.46	2	2.46	0.00275	0.0485
"chr19"	48810882	48811382	501	"*"	6.66	6.99	6.22	0.76	0.00275	0.0485
"chr11"	35156573	35157073	501	"*"	3.59	1.82	4.36	-2.54	0.00276	0.0486
"chr4"	17030531	17031031	501	"*"	4.01	2.63	4.71	-2.08	0.00276	0.0486
"chr22"	41577425	41577925	501	"*"	3.64	1.89	4.41	-2.52	0.00277	0.0487
"chr7"	2632837	2633337	501	"*"	4.81	3.89	5.36	-1.47	0.0028	0.0491
"chr6"	37630238	37630738	501	"*"	3.23	0.85	4.08	-3.23	0.0028	0.0492
"chr9"	99269373	99269873	501	"*"	4.8	3.84	5.37	-1.53	0.00281	0.0493
"chr12"	122080292	122080792	501	"*"	5.51	6	4.77	1.23	0.00281	0.0493
"chr19"	41249138	41249638	501	"*"	4.3	3.12	4.95	-1.83	0.00281	0.0493
"chr1"	61083417	61083917	501	"*"	4.03	4.73	2.65	2.07	0.00282	0.0493
"chr1"	162612817	162613317	501	"*"	4.32	3.13	4.96	-1.83	0.00283	0.0495
"chr9"	27539615	27540115	501	"*"	4.34	5.04	2.96	2.08	0.00284	0.0497
"chr19"	43765082	43765582	501	"*"	4.65	3.68	5.23	-1.55	0.00285	0.0497
"chr7"	44112550	44113050	501	"*"	3.68	1.82	4.47	-2.65	0.00286	0.0499
"chr15"	101277164	101277664	501	"*"	7.25	7.55	6.87	0.68	0.00286	0.0499
"chr17"	71409741	71410241	501	"*"	3.4	1.32	4.22	-2.9	0.00286	0.0499
"chr3"	100269609	100270109	501	"*"	4.92	3.94	5.5	-1.56	0.00287	0.05
"chr2"	12702386	12702886	501	"*"	4	2.63	4.69	-2.06	0.00287	0.05
"chr2"	62826121	62826621	501	"*"	3.53	4.32	1.63	2.7	0.00287	0.05
"chr2"	28810381	28810881	501	"*"	4.63	5.22	3.6	1.62	0.00288	0.05
"chr17"	8145504	8146004	501	"*"	3	3.92	-0.16	4.07	0.00288	0.05
