"seqnames"	"start"	"end"	"width"	"strand"	"width.1"	"strand.1"	"Conc"	"Conc_dex"	"Conc_control"	"Fold"	"p.value"	"FDR"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENSEMBL"	"SYMBOL"	"GENENAME"
"chr7"	137462065	137462564	500	"*"	501	"*"	3.75	0.16	4.68	-4.52	2.7e-05	0.00221	"Intron (uc003vtu.4/uc003vtu.4, intron 27 of 32)"	7	137390524	137846863	456340	2	"9162"	"uc003vtt.4"	384299	"ENSG00000157680"	"DGKI"	"diacylglycerol kinase iota"
"chr17"	64640201	64640700	500	"*"	501	"*"	4.2	2.1	5.02	-2.92	2.71e-05	0.00221	"Intron (uc060ixq.1/64750, intron 1 of 18)"	17	64542295	64661897	119603	2	"64750"	"uc060ixq.1"	21197	"ENSG00000108854"	"SMURF2"	"SMAD specific E3 ubiquitin protein ligase 2"
"chr6"	35590542	35591041	500	"*"	501	"*"	3.93	4.89	-0.16	5.04	2.71e-05	0.00221	"Intron (uc011dte.1/2289, intron 7 of 10)"	6	35573585	35688915	115331	2	"2289"	"uc011dte.1"	97874	"ENSG00000096060"	"FKBP5"	"FK506 binding protein 5"
"chr5"	111929853	111930352	500	"*"	501	"*"	4.22	2.07	5.05	-2.97	2.86e-05	0.00231	"Intron (uc031skr.1/100873948, intron 1 of 3)"	5	111912508	112017306	104799	1	"100873948"	"uc031skr.1"	17345	"ENSG00000250095"	"NREP-AS1"	"NREP antisense RNA 1"
"chr2"	207769610	207770109	500	"*"	501	"*"	4.98	5.68	3.59	2.09	2.89e-05	0.00233	"Promoter (<=1kb)"	2	207762586	207769563	6978	2	"7855"	"uc002vcj.4"	-47	"ENSG00000163251"	"FZD5"	"frizzled class receptor 5"
"chr11"	14189870	14190369	500	"*"	501	"*"	3.88	4.84	-0.16	4.99	2.89e-05	0.00233	"Intron (uc031xfv.2/10418, intron 6 of 15)"	11	13962689	14267884	305196	1	"10418"	"uc031xfv.2"	227181	"ENSG00000262655"	"SPON1"	"spondin 1"
"chr17"	8144075	8144574	500	"*"	501	"*"	3.9	4.86	-0.16	5.02	2.93e-05	0.00235	"3' UTR"	17	8140472	8152435	11964	2	"5187"	"uc002gkd.4"	7861	"ENSG00000179094"	"PER1"	"period circadian regulator 1"
"chr14"	96207308	96207807	500	"*"	501	"*"	3.84	0.85	4.74	-3.89	2.96e-05	0.00236	"Promoter (2-3kb)"	14	96204844	96263929	59086	1	"623"	"uc059ewd.1"	2464	"ENSG00000100739"	"BDKRB1"	"bradykinin receptor B1"
"chr19"	42113542	42114041	500	"*"	501	"*"	3.84	0.85	4.74	-3.89	2.96e-05	0.00236	"Intron (uc002osn.4/5452, intron 5 of 13)"	19	42086110	42132478	46369	2	"5452"	"uc002osn.4"	18437	"ENSG00000028277"	"POU2F2"	"POU class 2 homeobox 2"
"chr15"	36738679	36739178	500	"*"	501	"*"	3.87	4.79	0.48	4.31	3e-05	0.00238	"Intron (uc059hjw.1/uc059hjw.1, intron 10 of 10)"	15	36579634	36747256	167623	1	"84529"	"uc059hjx.1"	159045	"ENSG00000186073"	"C15orf41"	"chromosome 15 open reading frame 41"
"chr7"	102933609	102934108	500	"*"	501	"*"	4.25	5.07	2.13	2.94	3.02e-05	0.00239	"Promoter (<=1kb)"	7	102926283	102933735	7453	2	"222235"	"uc064gqa.1"	0	"ENSG00000161040"	"FBXL13"	"F-box and leucine rich repeat protein 13"
"chr1"	3352378	3352877	500	"*"	501	"*"	4.2	5.05	1.92	3.13	3.03e-05	0.00239	"Intron (uc057bpa.1/63976, intron 3 of 15)"	1	3069168	3434342	365175	1	"63976"	"uc057bpa.1"	283210	"ENSG00000142611"	"PRDM16"	"PR/SET domain 16"
"chr2"	150697541	150698040	500	"*"	501	"*"	4.17	5.03	1.76	3.26	3.04e-05	0.00239	"Distal Intergenic"	2	150629067	150634868	5802	1	"101929282"	"uc061oot.1"	68474	"ENSG00000224048"	"LOC101929282"	"uncharacterized LOC101929282"
"chr5"	95812459	95812958	500	"*"	501	"*"	3.89	4.84	-0.16	5	3.04e-05	0.00239	"Intron (uc063fnk.1/22836, intron 1 of 1)"	5	95788815	95824383	35569	1	"22836"	"uc063fnk.1"	23644	"ENSG00000164292"	"RHOBTB3"	"Rho related BTB domain containing 3"
"chr4"	80279337	80279836	500	"*"	501	"*"	3.77	-0.37	4.72	-5.1	3.07e-05	0.00241	"Intron (uc003hmd.4/2250, intron 2 of 2)"	4	80266599	80290194	23596	1	"2250"	"uc003hmd.4"	12738	"ENSG00000138675"	"FGF5"	"fibroblast growth factor 5"
"chr2"	73931780	73932279	500	"*"	501	"*"	4.03	4.92	1.31	3.6	3.08e-05	0.00241	"Intron (uc061kru.1/1716, intron 1 of 5)"	2	73926826	73958959	32134	1	"1716"	"uc061kru.1"	4954	"ENSG00000114956"	"DGUOK"	"deoxyguanosine kinase"
"chr8"	99547306	99547805	500	"*"	501	"*"	3.72	0.16	4.66	-4.5	3.12e-05	0.00243	"Intron (uc003yiu.2/157680, intron 31 of 33)"	8	99013266	99577785	564520	1	"157680"	"uc003yiu.2"	534040	"ENSG00000132549"	"VPS13B"	"vacuolar protein sorting 13 homolog B"
"chr3"	37860455	37860954	500	"*"	501	"*"	6.75	7.18	6.13	1.05	3.15e-05	0.00244	"Promoter (<=1kb)"	3	37808501	37860470	51970	2	"101928153"	"uc062idy.1"	0	"ENSG00000235257"	"ITGA9-AS1"	"ITGA9 antisense RNA 1"
"chr12"	89947860	89948359	500	"*"	501	"*"	4.23	1.98	5.07	-3.09	3.15e-05	0.00244	"Promoter (<=1kb)"	12	89947693	89949726	2034	1	"105369891"	"uc058rpw.1"	167	"ENSG00000257725"	"LINC02399"	"long intergenic non-protein coding RNA 2399"
"chr16"	86477425	86477924	500	"*"	501	"*"	4.31	5.12	2.32	2.8	3.21e-05	0.00248	"Exon (uc021tmg.2/400550, exon 3 of 4)"	16	86474529	86508860	34332	2	"400550"	"uc021tmg.2"	30936	"ENSG00000268388"	"FENDRR"	"FOXF1 adjacent non-coding developmental regulatory RNA"
"chr1"	241640030	241640529	500	"*"	501	"*"	6.45	6.95	5.68	1.27	3.23e-05	0.00248	"Promoter (<=1kb)"	1	241593124	241640361	47238	2	"23596"	"uc001hza.4"	0	"ENSG00000054277"	"OPN3"	"opsin 3"
"chr2"	28635060	28635559	500	"*"	501	"*"	3.87	4.83	-0.16	4.98	3.24e-05	0.00248	"Intron (uc002rmb.3/151056, intron 56 of 57)"	2	28496071	28643747	147677	1	"151056"	"uc002rmb.3"	138989	"ENSG00000163803"	"PLB1"	"phospholipase B1"
"chr15"	55825595	55826094	500	"*"	501	"*"	3.88	4.83	-0.16	4.99	3.24e-05	0.00248	"Downstream (<1kb)"	15	55738223	55743090	4868	2	"283659"	"uc059jmv.1"	-82505	"ENSG00000166450"	"PRTG"	"protogenin"
"chr20"	49400273	49400772	500	"*"	501	"*"	3.89	4.84	-0.16	5	3.29e-05	0.00251	"Intron (uc002xur.3/3745, intron 1 of 1)"	20	49363877	49482676	118800	2	"3745"	"uc002xur.3"	81904	"ENSG00000158445"	"KCNB1"	"potassium voltage-gated channel subfamily B member 1"
"chr18"	3367769	3368268	500	"*"	501	"*"	3.86	4.82	-0.16	4.97	3.31e-05	0.00252	"Distal Intergenic"	18	3411608	3457684	46077	1	"7050"	"uc060mxw.1"	-43340	"ENSG00000177426"	"TGIF1"	"TGFB induced factor homeobox 1"
"chr2"	216551396	216551895	500	"*"	501	"*"	4.59	5.34	2.94	2.4	3.36e-05	0.00255	"Intron (uc061sft.1/6168, intron 3 of 3)"	2	216498855	216579180	80326	1	"6168"	"uc061sft.1"	52541	"ENSG00000197756"	"RPL37A"	"ribosomal protein L37a"
"chr16"	55486969	55487468	500	"*"	501	"*"	5.39	4.31	6	-1.69	3.38e-05	0.00256	"Exon (uc059uia.1/uc059uia.1, exon 1 of 1)"	16	55389700	55506237	116538	1	"4313"	"uc059uht.1"	97269	"ENSG00000087245"	"MMP2"	"matrix metallopeptidase 2"
"chr20"	38985623	38986122	500	"*"	501	"*"	4.78	5.51	3.27	2.23	3.39e-05	0.00256	"Intron (uc061wzk.1/60625, intron 4 of 20)"	20	38962299	39039721	77423	1	"60625"	"uc061wzk.1"	23324	"ENSG00000101452"	"DHX35"	"DEAH-box helicase 35"
"chr14"	76961512	76962011	500	"*"	501	"*"	5.47	4.43	6.07	-1.64	3.4e-05	0.00256	"Promoter (1-2kb)"	14	76959638	76965802	6165	1	"105370578"	"uc059drm.1"	1874	"ENSG00000258602"	"LINC01629"	"long intergenic non-protein coding RNA 1629"
"chr22"	24245682	24246181	500	"*"	501	"*"	5.55	6.15	4.51	1.64	3.43e-05	0.00257	"Promoter (<=1kb)"	22	24219654	24245142	25489	2	"2687"	"uc002zzo.4"	-540	"ENSG00000099998"	"GGT5"	"gamma-glutamyltransferase 5"
"chr2"	237449425	237449924	500	"*"	501	"*"	3.85	4.8	-0.16	4.96	3.49e-05	0.00261	"Distal Intergenic"	2	237324012	237414375	90364	2	"1293"	"uc002vwl.3"	-35050	"ENSG00000163359"	"COL6A3"	"collagen type VI alpha 3 chain"
"chr20"	36474809	36475308	500	"*"	501	"*"	3.72	0.27	4.65	-4.39	3.51e-05	0.00262	"Intron (uc002xff.4/22839, intron 7 of 12)"	20	36306336	36528637	222302	1	"22839"	"uc002xff.4"	168473	"ENSG00000080845"	"DLGAP4"	"DLG associated protein 4"
"chr12"	32534019	32534518	500	"*"	501	"*"	6.64	7.08	6	1.07	3.52e-05	0.00262	"Promoter (<=1kb)"	12	32534324	32640737	106414	1	"121512"	"uc010ske.4"	0	"ENSG00000139132"	"FGD4"	"FYVE, RhoGEF and PH domain containing 4"
"chr6"	158026383	158026882	500	"*"	501	"*"	4.27	2.13	5.1	-2.97	3.55e-05	0.00263	"Intron (uc003qqx.3/8871, intron 2 of 26)"	6	157981887	158099176	117290	1	"8871"	"uc003qqx.3"	44496	"ENSG00000078269"	"SYNJ2"	"synaptojanin 2"
"chr5"	31193516	31194015	500	"*"	501	"*"	5.63	4.58	6.24	-1.66	3.56e-05	0.00263	"Promoter (<=1kb)"	5	31193750	31318346	124597	1	"1004"	"uc063cqv.1"	0	"ENSG00000113361"	"CDH6"	"cadherin 6"
"chr10"	95273427	95273926	500	"*"	501	"*"	3.84	4.79	-0.16	4.95	3.61e-05	0.00266	"Intron (uc001kkh.5/9124, intron 1 of 6)"	10	95237572	95291024	53453	2	"9124"	"uc001kkh.5"	17098	"ENSG00000107438"	"PDLIM1"	"PDZ and LIM domain 1"
"chr2"	144553355	144553854	500	"*"	501	"*"	3.94	4.84	1.06	3.78	3.61e-05	0.00266	"Distal Intergenic"	2	144566435	144579434	13000	1	"101928455"	"uc061ohm.1"	-12581	NA	"LINC01412"	"long intergenic non-protein coding RNA 1412"
"chr6"	129141481	129141980	500	"*"	501	"*"	4.34	5.14	2.4	2.74	3.63e-05	0.00266	"Intron (uc063rgw.1/3908, intron 4 of 62)"	6	128883141	129516563	633423	1	"3908"	"uc063rgw.1"	258340	"ENSG00000196569"	"LAMA2"	"laminin subunit alpha 2"
"chr7"	16028007	16028506	500	"*"	501	"*"	5.8	6.34	4.91	1.43	3.64e-05	0.00266	"Distal Intergenic"	7	16210488	16270604	60117	1	"100506025"	"uc003stf.4"	-181982	"ENSG00000229688"	"ISPD-AS1"	"ISPD antisense RNA 1"
"chr6"	138597265	138597764	500	"*"	501	"*"	3.83	4.76	0.37	4.39	3.67e-05	0.00267	"Intron (uc063ruz.1/57224, intron 1 of 3)"	6	138447065	138692571	245507	2	"57224"	"uc063ruz.1"	94807	"ENSG00000135540"	"NHSL1"	"NHS like 1"
"chr15"	95278487	95278986	500	"*"	501	"*"	4.21	5.06	1.88	3.18	3.72e-05	0.00271	"Intron (uc059now.1/400456, intron 3 of 4)"	15	95255506	95326999	71494	2	"400456"	"uc059now.1"	48013	"ENSG00000248441"	"LINC01197"	"long intergenic non-protein coding RNA 1197"
"chr20"	51750015	51750514	500	"*"	501	"*"	4.49	2.76	5.25	-2.49	3.77e-05	0.00273	"Intron (uc010gih.2/10079, intron 1 of 22)"	20	51596514	51768328	171815	2	"10079"	"uc010gih.2"	17814	"ENSG00000054793"	"ATP9A"	"ATPase phospholipid transporting 9A (putative)"
"chr17"	64611120	64611619	500	"*"	501	"*"	3.72	-0.37	4.67	-5.04	3.84e-05	0.00278	"Intron (uc060ixq.1/64750, intron 1 of 18)"	17	64542295	64661897	119603	2	"64750"	"uc060ixq.1"	50278	"ENSG00000108854"	"SMURF2"	"SMAD specific E3 ubiquitin protein ligase 2"
"chr12"	46518856	46519355	500	"*"	501	"*"	3.94	4.83	1.06	3.77	3.85e-05	0.00278	"Intron (uc058mzn.1/100288798, intron 1 of 1)"	12	46387747	46876159	488413	1	"100288798"	"uc058mzn.1"	131109	NA	"LOC100288798"	"uncharacterized LOC100288798"
"chr10"	68992854	68993353	500	"*"	501	"*"	4.01	4.88	1.48	3.39	3.86e-05	0.00278	"Intron (uc001joy.4/26128, intron 1 of 6)"	10	68988721	69016982	28262	1	"26128"	"uc001joy.4"	4133	"ENSG00000198954"	"KIF1BP"	"KIF1 binding protein"
"chr10"	63268917	63269416	500	"*"	501	"*"	5.57	4.61	6.14	-1.53	3.88e-05	0.00278	"Promoter (<=1kb)"	10	63167348	63269187	101840	2	"221037"	"uc009xpj.4"	0	"ENSG00000171988"	"JMJD1C"	"jumonji domain containing 1C"
"chr17"	77121764	77122263	500	"*"	501	"*"	3.83	4.78	-0.16	4.94	3.89e-05	0.00278	"Intron (uc060koi.1/6397, intron 3 of 4)"	17	77088749	77143638	54890	1	"6397"	"uc060koi.1"	33015	"ENSG00000129657"	"SEC14L1"	"SEC14 like lipid binding 1"
"chr4"	119219675	119220174	500	"*"	501	"*"	3.83	4.78	-0.16	4.94	3.89e-05	0.00278	"Exon (uc062zgd.1/54532, exon 2 of 2)"	4	119212587	119221495	8909	1	"54532"	"uc062zgd.1"	7088	"ENSG00000145390"	"USP53"	"ubiquitin specific peptidase 53"
"chr4"	2860857	2861356	500	"*"	501	"*"	3.92	4.82	1.06	3.76	3.92e-05	0.00278	"Intron (uc062urt.1/118, intron 1 of 6)"	4	2843857	2900313	56457	1	"118"	"uc062urt.1"	17000	"ENSG00000087274"	"ADD1"	"adducin 1"
"chr8"	118912895	118913394	500	"*"	501	"*"	4.73	3.1	5.47	-2.37	3.92e-05	0.00278	"Distal Intergenic"	8	118924475	118929073	4599	2	"4982"	"uc064ptb.1"	15679	"ENSG00000164761"	"TNFRSF11B"	"TNF receptor superfamily member 11b"
"chr16"	84832391	84832890	500	"*"	501	"*"	5.4	6.01	4.3	1.72	3.99e-05	0.00282	"Intron (uc010voh.2/83716, intron 1 of 14)"	16	84819984	84909510	89527	1	"83716"	"uc010voh.2"	12407	"ENSG00000103196"	"CRISPLD2"	"cysteine rich secretory protein LCCL domain containing 2"
"chr6"	111604673	111605172	500	"*"	501	"*"	6.68	7.11	6.06	1.05	3.99e-05	0.00282	"Promoter (1-2kb)"	6	111556454	111606246	49793	2	"10758"	"uc003pvf.5"	1074	"ENSG00000056972"	"TRAF3IP2"	"TRAF3 interacting protein 2"
"chr3"	169699460	169699959	500	"*"	501	"*"	3.8	4.74	0.37	4.36	4.07e-05	0.00287	"Distal Intergenic"	3	169149482	169663618	514137	2	"2122"	"uc062puk.1"	-35842	"ENSG00000085276"	"MECOM"	"MDS1 and EVI1 complex locus"
"chr12"	114413739	114414238	500	"*"	501	"*"	5.71	6.27	4.79	1.49	4.12e-05	0.00289	"Distal Intergenic"	12	114408754	114412831	4078	1	"255480"	"uc058tqv.1"	4985	NA	"TBX5-AS1"	"TBX5 antisense RNA 1"
"chr11"	65912612	65913111	500	"*"	501	"*"	5.05	3.77	5.71	-1.94	4.16e-05	0.00291	"Distal Intergenic"	11	65916810	65919062	2253	2	"83638"	"uc009yqv.4"	5951	"ENSG00000175573"	"C11orf68"	"chromosome 11 open reading frame 68"
"chrX"	107673888	107674387	500	"*"	501	"*"	3.82	4.77	-0.16	4.93	4.16e-05	0.00291	"Distal Intergenic"	23	107639358	107650301	10944	1	"5631"	"uc065apa.1"	34530	"ENSG00000147224"	"PRPS1"	"phosphoribosyl pyrophosphate synthetase 1"
"chr16"	72985188	72985687	500	"*"	501	"*"	3.81	4.74	0.48	4.25	4.19e-05	0.00292	"Intron (uc002fck.4/463, intron 1 of 9)"	16	72782885	73048375	265491	2	"463"	"uc002fck.4"	62688	"ENSG00000140836"	"ZFHX3"	"zinc finger homeobox 3"
"chr4"	119189505	119190004	500	"*"	501	"*"	3.81	4.77	-0.16	4.92	4.23e-05	0.00294	"Distal Intergenic"	4	119212587	119221495	8909	1	"54532"	"uc062zgd.1"	-22583	"ENSG00000145390"	"USP53"	"ubiquitin specific peptidase 53"
"chr12"	75480580	75481079	500	"*"	501	"*"	7.21	6.67	7.6	-0.93	4.25e-05	0.00295	"Promoter (<=1kb)"	12	75480680	75503853	23174	1	"11010"	"uc001sxs.4"	0	"ENSG00000139278"	"GLIPR1"	"GLI pathogenesis related 1"
"chr12"	54421164	54421663	500	"*"	501	"*"	5.79	6.36	4.85	1.51	4.27e-05	0.00295	"Intron (uc058owp.1/102724050, intron 1 of 3)"	12	54353661	54497688	144028	1	"102724050"	"uc058owp.1"	67503	"ENSG00000258137"	"LOC102724050"	"uncharacterized LOC102724050"
"chr10"	104260441	104260940	500	"*"	501	"*"	5.72	6.28	4.8	1.48	4.3e-05	0.00297	"Intron (uc057vug.1/9446, intron 3 of 4)"	10	104254164	104266190	12027	1	"9446"	"uc057vug.1"	6277	"ENSG00000148834"	"GSTO1"	"glutathione S-transferase omega 1"
"chr12"	51441514	51442013	500	"*"	501	"*"	3.92	4.81	1.06	3.75	4.32e-05	0.00297	"Intron (uc010sni.4/9498, intron 2 of 14)"	12	51391317	51474575	83259	1	"9498"	"uc010sni.4"	50197	"ENSG00000050438"	"SLC4A8"	"solute carrier family 4 member 8"
"chr3"	39180495	39180994	500	"*"	501	"*"	5.54	6.12	4.54	1.58	4.42e-05	0.00303	"Downstream (2-3kb)"	3	39183215	39192594	9380	2	"165904"	"uc003cjk.3"	11600	"ENSG00000168334"	"XIRP1"	"xin actin binding repeat containing 1"
"chr9"	70601445	70601944	500	"*"	501	"*"	4.72	5.44	3.2	2.24	4.46e-05	0.00305	"Intron (uc004aid.5/80036, intron 19 of 24)"	9	70529063	71121598	592536	2	"80036"	"uc004aid.5"	519654	"ENSG00000083067"	"TRPM3"	"transient receptor potential cation channel subfamily M member 3"
"chr1"	16498959	16499458	500	"*"	501	"*"	6.73	7.15	6.13	1.02	4.47e-05	0.00305	"Distal Intergenic"	1	16514122	16514285	164	2	"26863"	"uc031tqt.1"	14827	"ENSG00000206737"	"RNVU1-18"	"RNA, variant U1 small nuclear 18"
"chr7"	107924515	107925014	500	"*"	501	"*"	3.8	4.75	-0.16	4.91	4.54e-05	0.00309	"Intron (uc064gzu.1/1738, intron 14 of 14)"	7	107891164	107931730	40567	1	"1738"	"uc064gzu.1"	33351	"ENSG00000091140"	"DLD"	"dihydrolipoamide dehydrogenase"
"chr4"	106365442	106365941	500	"*"	501	"*"	3.97	1.5	4.83	-3.33	4.55e-05	0.00309	"Promoter (1-2kb)"	4	106358398	106367202	8805	2	"100507096"	"uc062yvh.1"	1261	"ENSG00000250298"	"GIMD1"	"GIMAP family P-loop NTPase domain containing 1"
"chr5"	9447647	9448146	500	"*"	501	"*"	3.81	4.76	-0.16	4.92	4.56e-05	0.00309	"Intron (uc003jek.3/9037, intron 1 of 22)"	5	9035026	9546075	511050	2	"9037"	"uc003jek.3"	97929	"ENSG00000112902"	"SEMA5A"	"semaphorin 5A"
"chr13"	109750695	109751194	500	"*"	501	"*"	4.57	5.32	2.94	2.38	4.59e-05	0.0031	"Downstream (1-2kb)"	13	109728282	109730007	1726	1	"101409253"	"uc032aov.2"	22413	"ENSG00000234854"	"LINC00676"	"long intergenic non-protein coding RNA 676"
"chr16"	1533449	1533948	500	"*"	501	"*"	6.25	6.74	5.49	1.25	4.6e-05	0.0031	"Promoter (<=1kb)"	16	1533573	1555580	22008	1	"79652"	"uc002cmd.4"	0	"ENSG00000131634"	"TMEM204"	"transmembrane protein 204"
"chr15"	80834025	80834524	500	"*"	501	"*"	3.69	-0.37	4.64	-5.02	4.63e-05	0.00311	"Intron (uc002bfw.2/57214, intron 1 of 28)"	15	80779343	80951776	172434	1	"57214"	"uc002bfw.2"	54682	"ENSG00000103888"	"CEMIP"	"cell migration inducing hyaluronidase 1"
"chr2"	28661500	28661999	500	"*"	501	"*"	4.24	5.05	2.2	2.86	4.69e-05	0.00315	"Intron (uc061hsq.1/uc061hsq.1, intron 1 of 1)"	2	28630586	28643267	12682	1	"151056"	"uc061hsp.1"	30914	"ENSG00000163803"	"PLB1"	"phospholipase B1"
"chr14"	72608300	72608799	500	"*"	501	"*"	4.16	2.01	4.99	-2.97	4.77e-05	0.00319	"Distal Intergenic"	14	72671311	72675771	4461	2	"8110"	"uc059czr.1"	66972	"ENSG00000205683"	"DPF3"	"double PHD fingers 3"
"chr2"	217279471	217279970	500	"*"	501	"*"	3.75	0.71	4.66	-3.95	4.8e-05	0.00319	"Promoter (2-3kb)"	2	217282739	217336120	53382	1	"105373877"	"uc061sgt.1"	-2769	NA	"DIRC3-AS1"	"DIRC3 antisense RNA 1"
"chr9"	21615871	21616370	500	"*"	501	"*"	4.57	2.98	5.3	-2.32	4.81e-05	0.00319	"Distal Intergenic"	9	21455642	21559669	104028	2	"554202"	"uc003zpe.3"	-56202	NA	"MIR31HG"	"MIR31 host gene"
"chr7"	15936586	15937085	500	"*"	501	"*"	4.06	4.93	1.53	3.4	4.81e-05	0.00319	"Distal Intergenic"	7	15688378	15695491	7114	1	"101927524"	"uc032zfm.2"	248208	NA	"LINC02587"	"long intergenic non-protein coding RNA 2587"
"chr1"	9687221	9687720	500	"*"	501	"*"	4.15	2.04	4.97	-2.92	4.89e-05	0.00323	"Promoter (<=1kb)"	1	9672426	9687555	15130	2	"101929074"	"uc057caz.1"	0	"ENSG00000231789"	"PIK3CD-AS2"	"PIK3CD antisense RNA 2"
"chr3"	178295114	178295613	500	"*"	501	"*"	3.86	4.76	0.92	3.84	5.02e-05	0.00331	"Intron (uc062qdc.1/10242, intron 1 of 3)"	3	178272932	178828362	555431	1	"10242"	"uc062qdc.1"	22182	"ENSG00000197584"	"KCNMB2"	"potassium calcium-activated channel subfamily M regulatory beta subunit 2"
"chr17"	72126449	72126948	500	"*"	501	"*"	5.32	4.22	5.94	-1.72	5.04e-05	0.00332	"Intron (uc060jjl.1/400618, intron 2 of 6)"	17	72040732	72173583	132852	2	"400618"	"uc060jjl.1"	46635	"ENSG00000234899"	"SOX9-AS1"	"SOX9 antisense RNA 1"
"chr3"	101151430	101151929	500	"*"	501	"*"	4.12	4.97	1.76	3.2	5.09e-05	0.00334	"Distal Intergenic"	3	100749335	100993515	244181	2	"25890"	"uc003dun.4"	-157915	"ENSG00000154175"	"ABI3BP"	"ABI family member 3 binding protein"
"chr19"	44588338	44588837	500	"*"	501	"*"	4.19	2.19	4.99	-2.81	5.1e-05	0.00334	"Distal Intergenic"	19	44613630	44636781	23152	1	"147710"	"uc021uvj.1"	-24793	"ENSG00000216588"	"IGSF23"	"immunoglobulin superfamily member 23"
"chr14"	35878760	35879259	500	"*"	501	"*"	3.8	4.76	-0.16	4.91	5.13e-05	0.00335	"Intron (uc059awg.1/84312, intron 7 of 7)"	14	35833001	35932325	99325	1	"84312"	"uc059awg.1"	45759	"ENSG00000100916"	"BRMS1L"	"breast cancer metastasis-suppressor 1 like"
"chr7"	74028345	74028844	500	"*"	501	"*"	8.71	8.99	8.36	0.63	5.14e-05	0.00335	"Promoter (<=1kb)"	7	74027789	74068763	40975	1	"2006"	"uc011kff.4"	556	"ENSG00000049540"	"ELN"	"elastin"
"chr2"	28665047	28665546	500	"*"	501	"*"	4.43	5.22	2.55	2.67	5.15e-05	0.00335	"Distal Intergenic"	2	28630586	28643267	12682	1	"151056"	"uc061hsp.1"	34461	"ENSG00000163803"	"PLB1"	"phospholipase B1"
"chr15"	98894142	98894641	500	"*"	501	"*"	3.78	4.73	-0.16	4.89	5.18e-05	0.00336	"Intron (uc002bul.4/3480, intron 3 of 20)"	15	98648971	98964530	315560	1	"3480"	"uc002bul.4"	245171	"ENSG00000140443"	"IGF1R"	"insulin like growth factor 1 receptor"
"chr10"	3811263	3811762	500	"*"	501	"*"	4.39	5.18	2.51	2.67	5.24e-05	0.00338	"Distal Intergenic"	10	3833950	3834728	779	1	"105376365"	"uc057rhn.1"	-22188	"ENSG00000230573"	"LOC105376365"	"uncharacterized LOC105376365"
"chr6"	166627477	166627976	500	"*"	501	"*"	7.21	7.6	6.67	0.93	5.24e-05	0.00338	"Promoter (<=1kb)"	6	166498611	166627522	128912	2	"6196"	"uc063svm.1"	0	"ENSG00000071242"	"RPS6KA2"	"ribosomal protein S6 kinase A2"
"chr7"	106485894	106486393	500	"*"	501	"*"	4.19	5.03	1.96	3.07	5.3e-05	0.00341	"Intron (uc064gwc.1/uc064gwc.1, intron 4 of 4)"	7	106656765	106660996	4232	2	"168455"	"uc003vdt.4"	174603	"ENSG00000253276"	"CCDC71L"	"coiled-coil domain containing 71 like"
"chr16"	86669824	86670323	500	"*"	501	"*"	3.82	4.73	0.84	3.88	5.33e-05	0.00343	"Distal Intergenic"	16	86720688	86721954	1267	2	"101928614"	"uc002fjs.4"	51631	"ENSG00000260026"	"LINC02189"	"long intergenic non-protein coding RNA 2189"
"chr6"	35681754	35682253	500	"*"	501	"*"	4.02	4.88	1.63	3.25	5.37e-05	0.00344	"Intron (uc011dte.1/2289, intron 1 of 10)"	6	35573585	35688915	115331	2	"2289"	"uc011dte.1"	6662	"ENSG00000096060"	"FKBP5"	"FK506 binding protein 5"
"chr12"	55842675	55843174	500	"*"	501	"*"	5.73	6.28	4.83	1.44	5.4e-05	0.00344	"Promoter (<=1kb)"	12	55835433	55842949	7517	2	"4327"	"uc058pca.1"	0	"ENSG00000123342"	"MMP19"	"matrix metallopeptidase 19"
"chr17"	64595827	64596326	500	"*"	501	"*"	4.52	2.85	5.27	-2.42	5.4e-05	0.00344	"Intron (uc060ixq.1/64750, intron 2 of 18)"	17	64542295	64661897	119603	2	"64750"	"uc060ixq.1"	65571	"ENSG00000108854"	"SMURF2"	"SMAD specific E3 ubiquitin protein ligase 2"
"chr22"	42994890	42995389	500	"*"	501	"*"	6.21	6.69	5.48	1.21	5.47e-05	0.00348	"Intron (uc003bdg.5/11252, intron 1 of 10)"	22	42869771	43015145	145375	2	"11252"	"uc003bdg.5"	19756	"ENSG00000100266"	"PACSIN2"	"protein kinase C and casein kinase substrate in neurons 2"
"chr19"	43265368	43265867	500	"*"	501	"*"	3.9	1.46	4.77	-3.31	5.48e-05	0.00348	"Intron (uc060zkw.1/5678, intron 2 of 4)"	19	43211791	43269530	57740	2	"5678"	"uc060zkw.1"	3663	"ENSG00000183668"	"PSG9"	"pregnancy specific beta-1-glycoprotein 9"
"chr14"	96261298	96261797	500	"*"	501	"*"	3.66	-0.37	4.61	-4.98	5.49e-05	0.00348	"Intron (uc059ewd.1/623, intron 2 of 3)"	14	96204844	96263929	59086	1	"623"	"uc059ewd.1"	56454	"ENSG00000100739"	"BDKRB1"	"bradykinin receptor B1"
"chr1"	150281962	150282461	500	"*"	501	"*"	6.05	6.55	5.28	1.27	5.51e-05	0.00348	"Promoter (<=1kb)"	1	150282543	150286737	4195	1	"148523"	"uc057knu.1"	-82	"ENSG00000159208"	"CIART"	"circadian associated repressor of transcription"
